match_id,commence_time,team,opponent,win,draw,loss,team_g,opponent_g,total_goals
26634922d3f78c146440816023e40de8,2026-06-13T19:04:00Z,Qatar,Switzerland,0,1,0,1,1,2
26634922d3f78c146440816023e40de8,2026-06-13T19:04:00Z,Switzerland,Qatar,0,1,0,1,1,2
f6c8748a16516e0998f95de14235432a,2026-06-13T22:04:00Z,Brazil,Morocco,0,1,0,1,1,2
f6c8748a16516e0998f95de14235432a,2026-06-13T22:04:00Z,Morocco,Brazil,0,1,0,1,1,2
5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,0,0,1,0,1,1
5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Scotland,Haiti,1,0,0,1,0,1
564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Türkiye,1,0,0,2,0,2
564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Türkiye,Australia,0,0,1,0,2,2
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:01:00Z,Curaçao,Germany,0,0,1,1,7,8
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:01:00Z,Germany,Curaçao,1,0,0,7,1,8
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Japan,Netherlands,0,1,0,2,2,4
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Netherlands,Japan,0,1,0,2,2,4
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:03:00Z,Ecuador,Ivory Coast,0,0,1,0,1,1
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:03:00Z,Ivory Coast,Ecuador,1,0,0,1,0,1
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Sweden,Tunisia,1,0,0,5,1,6
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Tunisia,Sweden,0,0,1,1,5,6
c54f00b11925751d2b62988775c6c239,2026-06-15T16:01:00Z,Cape Verde,Spain,0,1,0,0,0,0
c54f00b11925751d2b62988775c6c239,2026-06-15T16:01:00Z,Spain,Cape Verde,0,1,0,0,0,0
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Belgium,Egypt,0,1,0,1,1,2
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Egypt,Belgium,0,1,0,1,1,2
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:03:00Z,Saudi Arabia,Uruguay,0,1,0,1,1,2
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:03:00Z,Uruguay,Saudi Arabia,0,1,0,1,1,2
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:03:00Z,Iran,New Zealand,0,1,0,2,2,4
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:03:00Z,New Zealand,Iran,0,1,0,2,2,4
