team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.31880091261669774,3.05,2.88,2
Spain,0.19575509144667275,5.2,4.5,2
Argentina,0.19404161564136246,5.3,4.5,2
England,0.15741131064783995,6.0,6.0,2
Norway,0.05476326269597121,17.5,17.0,2
Morocco,0.027778466584912932,34.0,34.0,2
Belgium,0.02631644202781225,38.0,34.0,2
Switzerland,0.02513289833873075,42.0,34.0,2
Qatar,0.0,,,0
Netherlands,0.0,,,0
New Zealand,0.0,,,0
Panama,0.0,,,0
Paraguay,0.0,,,0
Portugal,0.0,,,0
Algeria,0.0,,,0
Saudi Arabia,0.0,,,0
Mexico,0.0,,,0
Senegal,0.0,,,0
South Africa,0.0,,,0
South Korea,0.0,,,0
Sweden,0.0,,,0
Tunisia,0.0,,,0
Türkiye,0.0,,,0
USA,0.0,,,0
Uruguay,0.0,,,0
Scotland,0.0,,,0
Japan,0.0,,,0
Jordan,0.0,,,0
Curaçao,0.0,,,0
Australia,0.0,,,0
Austria,0.0,,,0
Bosnia & Herzegovina,0.0,,,0
Brazil,0.0,,,0
Canada,0.0,,,0
Cape Verde,0.0,,,0
Colombia,0.0,,,0
Croatia,0.0,,,0
Czechia,0.0,,,0
Ivory Coast,0.0,,,0
DR Congo,0.0,,,0
Ecuador,0.0,,,0
Egypt,0.0,,,0
Germany,0.0,,,0
Ghana,0.0,,,0
Haiti,0.0,,,0
Iran,0.0,,,0
Iraq,0.0,,,0
Uzbekistan,0.0,,,0
