team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.30936018941656107,2.98,2.88,2
Argentina,0.1729944482861389,5.5,5.0,2
Spain,0.10068459953161522,9.0,9.0,2
England,0.09782424159037616,11.0,8.0,2
Brazil,0.07355206134614749,14.0,11.0,2
Portugal,0.05469622839420179,18.5,15.0,2
Mexico,0.0297822441502461,32.0,29.0,2
Morocco,0.029349356948487032,38.0,26.0,2
Colombia,0.02894937522029707,34.0,29.0,2
USA,0.02894937522029707,34.0,29.0,2
Norway,0.022387516837029737,50.0,34.0,2
Belgium,0.021563733749952886,55.0,34.0,2
Switzerland,0.009369261345303083,120.0,81.0,2
Croatia,0.00381648005944594,290.0,201.0,2
Canada,0.003415878204545614,390.0,201.0,2
Egypt,0.0026141750568485327,560.0,251.0,2
Paraguay,0.002085706616478129,570.0,351.0,2
Austria,0.0020720018161789074,580.0,351.0,2
Australia,0.0020459626956103863,600.0,351.0,2
Ghana,0.0019670680467236733,670.0,351.0,2
Algeria,0.0014637115766904807,810.0,501.0,2
Cape Verde,0.0010563838908247169,1000.0,751.0,2
South Korea,0.0,,,0
South Africa,0.0,,,0
Senegal,0.0,,,0
Sweden,0.0,,,0
Scotland,0.0,,,0
Tunisia,0.0,,,0
Türkiye,0.0,,,0
Saudi Arabia,0.0,,,0
Qatar,0.0,,,0
Uruguay,0.0,,,0
Japan,0.0,,,0
Panama,0.0,,,0
New Zealand,0.0,,,0
Netherlands,0.0,,,0
Jordan,0.0,,,0
Ivory Coast,0.0,,,0
Iraq,0.0,,,0
Iran,0.0,,,0
Haiti,0.0,,,0
Germany,0.0,,,0
Ecuador,0.0,,,0
DR Congo,0.0,,,0
Czechia,0.0,,,0
Curaçao,0.0,,,0
Bosnia & Herzegovina,0.0,,,0
Uzbekistan,0.0,,,0
