team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.3277625658240694,3.0,2.75,2
Spain,0.1967134239898933,5.1,4.5,2
Argentina,0.1665839727351717,5.8,5.5,2
England,0.14963073657185774,6.6,6.0,2
Norway,0.0530827187202457,18.5,17.0,2
Colombia,0.03550456630907329,27.0,26.0,2
Morocco,0.029279139750650874,36.0,29.0,2
Belgium,0.025588113354935337,40.0,34.0,2
Switzerland,0.012244126134072416,90.0,67.0,2
Egypt,0.003610636610030306,370.0,201.0,2
Qatar,0.0,,,0
Saudi Arabia,0.0,,,0
Algeria,0.0,,,0
Portugal,0.0,,,0
Panama,0.0,,,0
New Zealand,0.0,,,0
Paraguay,0.0,,,0
Senegal,0.0,,,0
Scotland,0.0,,,0
South Africa,0.0,,,0
South Korea,0.0,,,0
Sweden,0.0,,,0
Tunisia,0.0,,,0
Türkiye,0.0,,,0
USA,0.0,,,0
Uruguay,0.0,,,0
Netherlands,0.0,,,0
Japan,0.0,,,0
Mexico,0.0,,,0
Jordan,0.0,,,0
Australia,0.0,,,0
Austria,0.0,,,0
Bosnia & Herzegovina,0.0,,,0
Brazil,0.0,,,0
Canada,0.0,,,0
Cape Verde,0.0,,,0
Croatia,0.0,,,0
Curaçao,0.0,,,0
Czechia,0.0,,,0
DR Congo,0.0,,,0
Ecuador,0.0,,,0
Germany,0.0,,,0
Ghana,0.0,,,0
Haiti,0.0,,,0
Iran,0.0,,,0
Iraq,0.0,,,0
Ivory Coast,0.0,,,0
Uzbekistan,0.0,,,0
