team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.2968877958481452,3.05,3.0,2
Argentina,0.16327713490671844,5.5,5.5,2
England,0.10664037873595048,9.6,7.5,2
Spain,0.103893762038384,9.4,8.0,2
Brazil,0.07407944083730744,13.5,11.0,2
Portugal,0.060197229407916525,17.5,13.0,2
Morocco,0.034587768423867175,34.0,21.0,2
Colombia,0.027955735502467355,36.0,29.0,2
Mexico,0.02729928503317865,38.0,29.0,2
USA,0.02443154187758618,40.0,34.0,2
Norway,0.023647033331317843,55.0,29.0,2
Belgium,0.014790987515079202,75.0,51.0,2
Switzerland,0.009285127193383601,120.0,81.0,2
Senegal,0.00577991596146403,160.0,151.0,2
Croatia,0.004577204923088648,280.0,151.0,2
Canada,0.004539701568360538,460.0,126.0,2
Paraguay,0.003050276823754864,550.0,201.0,2
Austria,0.002652377760388981,520.0,251.0,2
Egypt,0.00263608559344437,530.0,251.0,2
Australia,0.0020275903469363504,600.0,351.0,2
Ghana,0.0018943219091985609,730.0,351.0,2
Algeria,0.0018335727637910216,810.0,351.0,2
DR Congo,0.001345243899423567,1000.0,501.0,2
Cape Verde,0.001345243899423567,1000.0,501.0,2
Bosnia & Herzegovina,0.001345243899423567,1000.0,501.0,2
Sweden,0.0,,,0
South Korea,0.0,,,0
Tunisia,0.0,,,0
South Africa,0.0,,,0
Qatar,0.0,,,0
Türkiye,0.0,,,0
Scotland,0.0,,,0
Uruguay,0.0,,,0
Saudi Arabia,0.0,,,0
Japan,0.0,,,0
Panama,0.0,,,0
New Zealand,0.0,,,0
Netherlands,0.0,,,0
Jordan,0.0,,,0
Ivory Coast,0.0,,,0
Iraq,0.0,,,0
Iran,0.0,,,0
Haiti,0.0,,,0
Germany,0.0,,,0
Ecuador,0.0,,,0
Czechia,0.0,,,0
Curaçao,0.0,,,0
Uzbekistan,0.0,,,0
