team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.3079632418460462,3.0,2.88,2
Argentina,0.1713101648519697,5.6,5.0,2
Spain,0.12579634746906496,7.4,7.0,2
England,0.08296152637485327,12.0,10.0,2
Brazil,0.06713170465897217,14.0,13.0,2
Portugal,0.06432845627996643,17.0,12.0,2
Mexico,0.028913384629996798,34.0,29.0,2
Morocco,0.028178740227222884,42.0,26.0,2
Colombia,0.02817397708654891,36.0,29.0,2
USA,0.027512401916095535,38.0,29.0,2
Norway,0.02235968411386419,50.0,34.0,2
Belgium,0.01896580348943838,80.0,34.0,2
Switzerland,0.013636231748638981,95.0,51.0,2
Canada,0.0032141334448180683,470.0,201.0,2
Egypt,0.0026109250487662073,560.0,251.0,2
Australia,0.0020434191034054763,600.0,351.0,2
Paraguay,0.0019356768613602126,700.0,351.0,2
Ghana,0.0019091102811298736,730.0,351.0,2
Cape Verde,0.001055070567841918,1000.0,751.0,2
Panama,0.0,,,0
Sweden,0.0,,,0
Tunisia,0.0,,,0
South Korea,0.0,,,0
South Africa,0.0,,,0
Senegal,0.0,,,0
Scotland,0.0,,,0
Saudi Arabia,0.0,,,0
Türkiye,0.0,,,0
Qatar,0.0,,,0
Uruguay,0.0,,,0
Algeria,0.0,,,0
Japan,0.0,,,0
New Zealand,0.0,,,0
Netherlands,0.0,,,0
Jordan,0.0,,,0
Ivory Coast,0.0,,,0
Iraq,0.0,,,0
Iran,0.0,,,0
Haiti,0.0,,,0
Germany,0.0,,,0
Ecuador,0.0,,,0
DR Congo,0.0,,,0
Czechia,0.0,,,0
Curaçao,0.0,,,0
Croatia,0.0,,,0
Bosnia & Herzegovina,0.0,,,0
Austria,0.0,,,0
Uzbekistan,0.0,,,0
